date,hour,temperature,windchill,humidity,precipitation,wind_speed,city
2016-02-17,19,25,18.1,69,0,5.8,Chicago
2016-02-17,20,25,20.7,72,0,3.5,Chicago
2016-02-17,21,21,16.2,81,0,3.5,Chicago
2016-02-17,22,26.1,20.5,71,0,4.6,Chicago
2016-02-17,23,27,21.6,72,0,4.6,Chicago
2016-02-18,0,27,20.5,75,0,5.8,Chicago
2016-02-18,1,25,18.1,78,0,5.8,Chicago
2016-02-18,2,24.1,14.4,81,0,9.2,Chicago
2016-02-18,3,25,14.8,81,0,10.4,Chicago
2016-02-18,4,24.1,14.4,81,0,9.2,Chicago
2016-02-18,5,23,13.1,81,0,9.2,Chicago
2016-02-18,6,25,14.8,78,0,10.4,Chicago
2016-02-18,7,27,18,75,0,9.2,Chicago
2016-02-18,8,28.9,18.6,72,0,12.7,Chicago
2016-02-18,9,32,22.5,69,0,12.7,Chicago
2016-02-18,10,35.1,25.2,70,0,16.1,Chicago
2016-02-18,11,37,26.7,70,0,19.6,Chicago
2016-02-18,12,39,29,67,0,20.7,Chicago
2016-02-18,13,41,32.2,65,0,18.4,Chicago
2016-02-18,14,41,31.9,62,0,19.6,Chicago
2016-02-18,15,39.9,30.2,65,0,20.7,Chicago
2016-02-18,16,39,29.6,70,0,18.4,Chicago
2016-02-18,17,39,28.8,70,0,21.9,Chicago
2016-02-18,18,39,28.8,70,0,21.9,Chicago
2016-02-18,19,39,29.6,67,0,18.4,Chicago
2016-02-18,20,39,29.9,70,0,17.3,Chicago
2016-02-18,21,39.9,30.8,68,0,18.4,Chicago
2016-02-18,22,39,29.3,70,0,19.6,Chicago
2016-02-18,23,41,32.2,67,0,18.4,Chicago
2016-02-19,0,43,33.8,65,0,23,Chicago
2016-02-19,1,43,34.5,65,0,19.6,Chicago
2016-02-19,2,45,36.6,63,0,21.9,Chicago
2016-02-19,3,45,36.4,65,0,23,Chicago
2016-02-19,4,46.9,0,63,0,26.5,Chicago
2016-02-19,5,46.9,0,66,0,28.8,Chicago
2016-02-19,6,46.9,0,66,0,24.2,Chicago
2016-02-19,7,48.9,0,64,0,26.5,Chicago
2016-02-19,8,51.1,0,63,0,29.9,Chicago
2016-02-19,9,55,0,59,0,27.6,Chicago
2016-02-19,10,59,0,58,0,27.6,Chicago
2016-02-19,11,62.1,0,53,0,29.9,Chicago
2016-02-19,12,59,0,48,0,42.6,Chicago
2016-02-19,13,57,0,53,0,25.3,Chicago
2016-02-19,14,54,0,55,0,41.4,Chicago
2016-02-19,15,51.1,0,61,0,34.5,Chicago
2016-02-19,16,51.1,0,61,0,32.2,Chicago
2016-02-19,17,50,0,63,0,32.2,Chicago
2016-02-19,18,48.9,0,61,0,25.3,Chicago
2016-02-19,19,48,0,63,0,21.9,Chicago
2016-02-19,20,48.9,0,54,0,23,Chicago
2016-02-19,21,48.9,0,54,0,20.7,Chicago
2016-02-19,22,48,0,54,0,16.1,Chicago
2016-02-19,23,45,38.5,60,0,13.8,Chicago
2016-02-20,0,45,38.9,60,0,12.7,Chicago
2016-02-20,1,44.1,39.5,60,0,8.1,Chicago
2016-02-20,2,42.1,36.6,62,0,9.2,Chicago
2016-02-20,3,42.1,36.1,62,0,10.4,Chicago
2016-02-20,4,44.1,38.1,55,0,11.5,Chicago
2016-02-20,5,46,39.3,47,0,16.1,Chicago
2016-02-20,6,46.9,0,46,0,18.4,Chicago
2016-02-20,7,46,38.5,50,0,19.6,Chicago
2016-02-20,8,50,0,46,0,19.6,Chicago
2016-02-20,9,51.1,0,48,0,16.1,Chicago
2016-02-20,10,52,0,45,0,13.8,Chicago
2016-02-20,11,54,0,43,0,15,Chicago
2016-02-20,12,55.9,0,42,0,10.4,Chicago
2016-02-20,13,55.9,0,45,0,12.7,Chicago
2016-02-20,14,55.9,0,44,0,15,Chicago
2016-02-20,15,55.9,0,44,0,12.7,Chicago
2016-02-20,16,53.1,0,48,0,15,Chicago
2016-02-20,17,50,0,57,0,8.1,Chicago
2016-02-20,18,45,41.2,63,0,6.9,Chicago
2016-02-20,19,42.1,37.7,70,0,6.9,Chicago
2016-02-20,20,39.9,34.5,77,0,8.1,Chicago
2016-02-20,21,42.1,37.1,70,0,8.1,Chicago
2016-02-20,22,41,35.8,73,0,8.1,Chicago
2016-02-20,23,41,35.2,70,0,9.2,Chicago
2016-02-21,0,39.9,34.5,70,0,8.1,Chicago
2016-02-21,1,37.9,32.7,73,0,6.9,Chicago
2016-02-21,2,37,31.6,76,0,6.9,Chicago
2016-02-21,3,36,30.3,79,0,6.9,Chicago
2016-02-21,4,37,30.4,79,0,9.2,Chicago
2016-02-21,5,36,28,82,0,11.5,Chicago
2016-02-21,6,36,29.6,86,0,8.1,Chicago
2016-02-21,7,36,30.3,86,0,6.9,Chicago
2016-02-21,8,39,32.8,79,0,9.2,Chicago
2016-02-21,9,39.9,32.1,77,0,13.8,Chicago
2016-02-21,10,39.9,32.9,73,0,11.5,Chicago
2016-02-21,11,39,31.8,73,0,11.5,Chicago
2016-02-21,12,39,31.8,73,0,11.5,Chicago
2016-02-21,13,39.9,32.9,70,0,11.5,Chicago
2016-02-21,14,39.9,32.5,68,0,12.7,Chicago
2016-02-21,15,39,32.3,67,0,10.4,Chicago
2016-02-21,16,36,27.1,73,0,13.8,Chicago
2016-02-21,17,35.1,26.9,76,0,11.5,Chicago
2016-02-21,18,34,26,75,0,10.4,Chicago
2016-02-21,19,34,28,75,0,6.9,Chicago
2016-02-21,20,35.1,32.2,72,0,3.5,Chicago
2016-02-21,21,34,29.8,75,0,4.6,Chicago
2016-02-21,22,33.1,30,78,0,3.5,Chicago
2016-02-21,23,32,0,79,0,0,Chicago
2016-02-22,0,28,0,88,0,0,Chicago
2016-02-22,1,30,0,85,0,0,Chicago
2016-02-22,2,28.9,0,85,0,0,Chicago
2016-02-22,3,28,0,88,0,0,Chicago
2016-02-22,4,28.9,0,92,0,0,Chicago
2016-02-22,5,30,0,92,0,0,Chicago
2016-02-22,6,30.9,0,89,0,0,Chicago
2016-02-22,7,32,0,88,0,0,Chicago
2016-02-22,8,35.1,31,78,0,4.6,Chicago
2016-02-22,9,39,36.8,65,0,3.5,Chicago
2016-02-22,10,39.9,37.8,60,0,3.5,Chicago
2016-02-22,11,42.1,0,55,0,0,Chicago
2016-02-22,12,43,41.3,56,0,3.5,Chicago
2016-02-22,13,43,40.3,53,0,4.6,Chicago
2016-02-22,14,44.1,38.6,55,0,10.4,Chicago
2016-02-22,15,42.1,36.6,55,0,9.2,Chicago
2016-02-22,16,39.9,33.9,58,0,9.2,Chicago
2016-02-22,17,39,34.8,60,0,5.8,Chicago
2016-02-22,18,37,31.6,67,0,6.9,Chicago
2016-02-22,19,35.1,29.3,76,0,6.9,Chicago
2016-02-22,20,34,28.8,82,0,5.8,Chicago
2016-02-22,21,33.1,26.9,89,0,6.9,Chicago
2016-02-22,22,32,27.5,88,0,4.6,Chicago
2016-02-22,23,28.9,25.2,89,0,3.5,Chicago
2016-02-23,0,30,26.5,88,0,3.5,Chicago
2016-02-23,1,30.9,0,92,0,0,Chicago
2016-02-23,2,30,0,92,0,0,Chicago
2016-02-23,3,27,0,92,0,0,Chicago
2016-02-23,4,28.9,0,96,0,0,Chicago
2016-02-23,5,30,0,88,0,0,Chicago
2016-02-23,6,32,27.5,85,0,4.6,Chicago
2016-02-23,7,33.1,30,78,0,3.5,Chicago
2016-02-23,8,35.1,31,76,0,4.6,Chicago
2016-02-23,9,37.9,33.5,65,0,5.8,Chicago
2016-02-23,10,42.1,38.4,51,0,5.8,Chicago
2016-02-23,11,43,38.2,45,0,8.1,Chicago
2016-02-23,12,45,41.2,40,0,6.9,Chicago
2016-02-23,13,44.1,39.5,40,0,8.1,Chicago
2016-02-23,14,44.1,38.1,42,0,11.5,Chicago
2016-02-23,15,42.1,35.7,45,0,11.5,Chicago
2016-02-23,16,39.9,32.9,51,0,11.5,Chicago
2016-02-23,17,36,29,70,0,9.2,Chicago
2016-02-23,18,35.1,27.4,76,0,10.4,Chicago
2016-02-23,19,35.1,28.6,70,0,8.1,Chicago
2016-02-23,20,35.1,28.6,72,0,8.1,Chicago
2016-02-23,21,36,28,76,0,11.5,Chicago
2016-02-23,22,36,27.1,76,0,13.8,Chicago
2016-02-23,23,36,27.1,76,0,13.8,Chicago
2016-02-24,0,36,26.3,76,0,16.1,Chicago
2016-02-24,1,36,27.1,76,0,13.8,Chicago
2016-02-24,2,36,26.7,73,0,15,Chicago
2016-02-24,3,35.1,23.5,70,0,21.9,Chicago
2016-02-24,4,35.1,23.8,70,0,20.7,Chicago
2016-02-24,5,35.1,23.8,67,0,20.7,Chicago
2016-02-24,6,35.1,22.7,67,0,25.3,Chicago
2016-02-24,7,36,24.4,64,0,23,Chicago
2016-02-24,8,35.1,22.5,67,0,26.5,Chicago
2016-02-24,9,35.1,22.2,64,0,27.6,Chicago
2016-02-24,10,35.1,22.5,67,0,26.5,Chicago
2016-02-24,11,34,21.5,75,0,24.2,Chicago
2016-02-24,12,34,21,75,0,26.5,Chicago
2016-02-24,13,32,19.2,88,0,23,Chicago
2016-02-24,14,32,19.2,92,0,23,Chicago
2016-02-24,15,33.1,20.6,89,0,23,Chicago
2016-02-24,16,32,18.6,92,0,25.3,Chicago
2016-02-24,17,32,18.6,92,0,25.3,Chicago
2016-02-24,18,32,18.6,88,0,25.3,Chicago
2016-02-24,19,33.1,20.9,82,0,21.9,Chicago
2016-02-24,20,34,22.1,75,0,21.9,Chicago
2016-02-24,21,34,22.7,75,0,19.6,Chicago
2016-02-24,22,34,21.8,73,0.03,23,Chicago
2016-02-24,23,34,21.8,73,0,23,Chicago
2016-02-25,0,33.1,21.9,72,0.01,18.4,Chicago
2016-02-25,1,33.1,22.2,72,0,17.3,Chicago
2016-02-25,2,33.1,21.9,75,0,18.4,Chicago
2016-02-25,3,33.1,22.2,70,0,17.3,Chicago
2016-02-25,4,32,21.2,75,0,16.1,Chicago
2016-02-25,5,30.9,20.7,82,0,13.8,Chicago
2016-02-25,6,30.9,18.7,82,0,19.6,Chicago
2016-02-25,7,32,21.2,66,0,16.1,Chicago
2016-02-25,8,32,19.2,66,0,23,Chicago
2016-02-25,9,33.1,21.5,64,0,19.6,Chicago
2016-02-25,10,34,22.7,59,0,19.6,Chicago
2016-02-25,11,35.1,25.2,54,0,16.1,Chicago
2016-02-25,12,37,26.2,52,0,21.9,Chicago
2016-02-25,13,35.1,25.2,57,0,16.1,Chicago
2016-02-25,14,35.1,24.8,57,0,17.3,Chicago
2016-02-25,15,34,23.8,56,0,16.1,Chicago
2016-02-25,16,34,24.2,56,0,15,Chicago
2016-02-25,17,33.1,22.2,59,0,17.3,Chicago
2016-02-25,18,33.1,23.4,56,0,13.8,Chicago
2016-02-25,19,33.1,21.2,54,0,20.7,Chicago
2016-02-25,20,32,21.2,52,0,16.1,Chicago
2016-02-25,21,32,22.1,52,0,13.8,Chicago
2016-02-25,22,32,23,52,0,11.5,Chicago
2016-02-25,23,30.9,23.5,54,0,8.1,Chicago
2016-02-26,0,30.9,21.2,54,0,12.7,Chicago
2016-02-26,1,30.9,21.7,59,0,11.5,Chicago
2016-02-26,2,30,21.7,64,0,9.2,Chicago
2016-02-26,3,30,22.4,56,0,8.1,Chicago
2016-02-26,4,28,20,56,0,8.1,Chicago
2016-02-26,5,26.1,19.4,60,0,5.8,Chicago
2016-02-26,6,26.1,20.5,60,0,4.6,Chicago
2016-02-26,7,30,21.7,51,0,9.2,Chicago
2016-02-26,8,32,23.6,48,0,10.4,Chicago
2016-02-26,9,30.9,25.2,50,0,5.8,Chicago
2016-02-26,10,32,23.6,50,0,10.4,Chicago
2016-02-26,11,32,23.6,52,0,10.4,Chicago
2016-02-26,12,33.1,24.9,48,0,10.4,Chicago
2016-02-26,13,33.1,23.9,52,0,12.7,Chicago
2016-02-26,14,32,23,59,0,11.5,Chicago
2016-02-26,15,32,23.6,56,0,10.4,Chicago
2016-02-26,16,32,24.8,59,0,8.1,Chicago
2016-02-26,17,32,23,66,0,11.5,Chicago
2016-02-26,18,32,24.8,66,0,8.1,Chicago
2016-02-26,19,32,24.2,66,0,9.2,Chicago
2016-02-26,20,30.9,24.3,69,0,6.9,Chicago
2016-02-26,21,30,21.7,72,0,9.2,Chicago
2016-02-26,22,30,21.7,75,0,9.2,Chicago
2016-02-26,23,28.9,19.8,78,0,10.4,Chicago
2016-02-27,0,28.9,19.8,78,0,10.4,Chicago
2016-02-27,1,28.9,19.8,78,0,10.4,Chicago
2016-02-27,2,28.9,19.8,75,0,10.4,Chicago
2016-02-27,3,28.9,19.8,78,0,10.4,Chicago
2016-02-27,4,28,18.6,81,0,10.4,Chicago
2016-02-27,5,28,18.6,81,0,10.4,Chicago
2016-02-27,6,28.9,19.2,78,0,11.5,Chicago
2016-02-27,7,32,22.1,73,0,13.8,Chicago
2016-02-27,8,36,26.7,64,0,15,Chicago
2016-02-27,9,39,29.9,60,0,17.3,Chicago
2016-02-27,10,44.1,37.1,53,0,15,Chicago
2016-02-27,11,48,0,44,0,16.1,Chicago
2016-02-27,12,50,0,41,0,17.3,Chicago
2016-02-27,13,53.1,0,35,0,15,Chicago
2016-02-27,14,54,0,35,0,16.1,Chicago
2016-02-27,15,54,0,38,0,18.4,Chicago
2016-02-27,16,53.1,0,40,0,15,Chicago
2016-02-27,17,51.1,0,44,0,16.1,Chicago
2016-02-27,18,48.9,0,59,0,16.1,Chicago
2016-02-27,19,46.9,0,68,0,16.1,Chicago
2016-02-27,20,46.9,0,63,0,20.7,Chicago
2016-02-27,21,48,0,54,0,20.7,Chicago
2016-02-27,22,48,0,52,0,18.4,Chicago
2016-02-27,23,48,0,50,0,18.4,Chicago
2016-02-28,0,48,0,52,0,16.1,Chicago
2016-02-28,1,48,0,52,0,19.6,Chicago
2016-02-28,2,48,0,54,0,20.7,Chicago
2016-02-28,3,46.9,0,56,0,20.7,Chicago
2016-02-28,4,46,39.3,58,0,16.1,Chicago
2016-02-28,5,46,38.5,58,0,19.6,Chicago
2016-02-28,6,46.9,0,56,0,17.3,Chicago
2016-02-28,7,48.9,0,56,0,20.7,Chicago
2016-02-28,8,51.1,0,56,0,23,Chicago
2016-02-28,9,55,0,53,0,19.6,Chicago
2016-02-28,10,57.9,0,53,0,21.9,Chicago
2016-02-28,11,60.1,0,51,0,21.9,Chicago
2016-02-28,12,61,0,52,0,21.9,Chicago
2016-02-28,13,61,0,52,0,16.1,Chicago
2016-02-28,14,61,0,54,0,23,Chicago
2016-02-28,15,59,0,60,0,21.9,Chicago
2016-02-28,16,59,0,60,0,18.4,Chicago
2016-02-28,17,57,0,57,0,16.1,Chicago
2016-02-28,18,52,0,61,0,24.2,Chicago
2016-02-28,19,48,0,74,0.07,25.3,Chicago
2016-02-28,20,42.1,32.8,85,0.1,21.9,Chicago
2016-02-28,21,37.9,27.6,83,0.02,20.7,Chicago
2016-02-28,22,36,26.3,79,0,16.1,Chicago
2016-02-28,23,36,26.7,73,0,15,Chicago
2016-02-29,0,36,26,70,0,17.3,Chicago
2016-02-29,1,35.1,26.4,72,0,12.7,Chicago
2016-02-29,2,34,24.6,73,0,13.8,Chicago
2016-02-29,3,33.1,26.1,75,0,8.1,Chicago
2016-02-29,4,32,26.4,79,0,5.8,Chicago
2016-02-29,5,33.1,24.4,78,0,11.5,Chicago
2016-02-29,6,33.1,22.2,78,0,17.3,Chicago
2016-02-29,7,34,24.6,79,0,13.8,Chicago
2016-02-29,8,37,27,70,0,18.4,Chicago
2016-02-29,9,39.9,30.2,65,0,20.7,Chicago
2016-02-29,10,43,34,58,0,21.9,Chicago
2016-02-29,11,46.9,0,52,0,20.7,Chicago
2016-02-29,12,51.1,0,50,0,19.6,Chicago
2016-02-29,13,50,0,50,0,16.1,Chicago
2016-02-29,14,51.1,0,50,0,11.5,Chicago
2016-02-29,15,50,0,52,0,10.4,Chicago
2016-02-29,16,36,24.7,70,0,21.9,Chicago
2016-02-29,17,33.1,22.6,70,0,16.1,Chicago
2016-02-29,18,33.1,23,64,0,15,Chicago
2016-02-29,19,32,22.1,64,0,13.8,Chicago
2016-02-29,20,30.9,21.2,72,0,12.7,Chicago
2016-02-29,21,28.9,17.3,78,0.04,16.1,Chicago
2016-02-29,22,28,16.5,81,0.01,15,Chicago
2016-02-29,23,28,16.1,81,0,16.1,Chicago
2016-02-01,0,54,0,55,0,5.8,Dallas
2016-02-01,1,52,0,59,0,0,Dallas
2016-02-01,2,51.1,0,61,0,4.6,Dallas
2016-02-01,3,48,0,68,0,0,Dallas
2016-02-01,4,48,0,68,0,0,Dallas
2016-02-01,5,45,0,76,0,0,Dallas
2016-02-01,6,45,43.5,76,0,3.5,Dallas
2016-02-01,7,46,44.8,76,0,3.5,Dallas
2016-02-01,8,51.1,0,63,0,6.9,Dallas
2016-02-01,9,53.6,0,58,0,11.5,Dallas
2016-02-01,10,55.9,0,60,0,8.1,Dallas
2016-02-01,11,57,0,77,0,9.2,Dallas
2016-02-01,12,59,0,78,0,10.4,Dallas
2016-02-01,13,64.9,0,70,0,16.1,Dallas
2016-02-01,14,64.9,0,70,0,13.8,Dallas
2016-02-01,15,71.1,0,61,0,15,Dallas
2016-02-01,16,73,0,57,0,18.4,Dallas
2016-02-01,17,72,0,57,0,15,Dallas
2016-02-01,18,70,0,61,0,13.8,Dallas
2016-02-01,19,68,0,65,0,13.8,Dallas
2016-02-01,20,66,0,73,0,17.3,Dallas
2016-02-01,21,64.9,0,78,0,18.4,Dallas
2016-02-01,22,66,0,75,0,11.5,Dallas
2016-02-01,23,66,0,75,0,18.4,Dallas
2016-02-02,0,64.9,0,54,0,8.1,Dallas
2016-02-02,1,63,0,40,0,10.4,Dallas
2016-02-02,2,60.1,0,51,0,8.1,Dallas
2016-02-02,3,59,0,46,0,9.2,Dallas
2016-02-02,4,55.9,0,45,0,6.9,Dallas
2016-02-02,5,55,0,45,0,5.8,Dallas
2016-02-02,6,51.1,0,52,0,4.6,Dallas
2016-02-02,7,51.1,0,50,0,4.6,Dallas
2016-02-02,8,54,0,37,0,9.2,Dallas
2016-02-02,9,57.9,0,28,0,12.7,Dallas
2016-02-02,10,60.1,0,26,0,13.8,Dallas
2016-02-02,11,62.1,0,22,0,15,Dallas
2016-02-02,12,63,0,22,0,11.5,Dallas
2016-02-02,13,64.9,0,20,0,16.1,Dallas
2016-02-02,14,64.9,0,19,0,11.5,Dallas
2016-02-02,15,64.9,0,18,0,20.7,Dallas
2016-02-02,16,64,0,18,0,12.7,Dallas
2016-02-02,17,62.1,0,19,0,12.7,Dallas
2016-02-02,18,57,0,29,0,17.3,Dallas
2016-02-02,19,54,0,35,0,19.6,Dallas
2016-02-02,20,51.1,0,41,0,13.8,Dallas
2016-02-02,21,50,0,41,0,20.7,Dallas
2016-02-02,22,46.9,0,46,0,24.2,Dallas
2016-02-02,23,45,37.1,48,0,19.6,Dallas
2016-02-03,0,44.1,37.4,51,0,13.8,Dallas
2016-02-03,1,42.1,36.1,55,0,10.4,Dallas
2016-02-03,2,41,32.5,53,0,17.3,Dallas
2016-02-03,3,39,30.3,57,0,16.1,Dallas
2016-02-03,4,37.9,28.5,60,0,17.3,Dallas
2016-02-03,5,37.9,29.6,60,0,13.8,Dallas
2016-02-03,6,37,29.3,62,0,11.5,Dallas
2016-02-03,7,36,27.5,64,0,12.7,Dallas
2016-02-03,8,37.9,28.2,60,0,18.4,Dallas
2016-02-03,9,41,31.9,53,0,19.6,Dallas
2016-02-03,10,43,35.7,51,0,15,Dallas
2016-02-03,11,45,37.1,44,0,19.6,Dallas
2016-02-03,12,46.9,0,41,0,17.3,Dallas
2016-02-03,13,48.9,0,36,0,17.3,Dallas
2016-02-03,14,50,0,35,0,16.1,Dallas
2016-02-03,15,50,0,33,0,15,Dallas
2016-02-03,16,50,0,33,0,13.8,Dallas
2016-02-03,17,46.9,0,36,0,12.7,Dallas
2016-02-03,18,45,40.1,39,0,9.2,Dallas
2016-02-03,19,43,38.2,43,0,8.1,Dallas
2016-02-03,20,43,39.5,43,0,5.8,Dallas
2016-02-03,21,41,35.2,47,0,9.2,Dallas
2016-02-03,22,39.9,34.5,47,0,8.1,Dallas
2016-02-03,23,37.9,34.4,51,0,4.6,Dallas
2016-02-04,0,35.1,30.1,59,0,5.8,Dallas
2016-02-04,1,37,33.3,54,0,4.6,Dallas
2016-02-04,2,35.1,0,61,0,0,Dallas
2016-02-04,3,34,31,67,0,3.5,Dallas
2016-02-04,4,33.1,30,70,0,3.5,Dallas
2016-02-04,5,32,0,73,0,0,Dallas
2016-02-04,6,32,0,73,0,0,Dallas
2016-02-04,7,34,0,67,0,0,Dallas
2016-02-04,8,37.9,0,65,0,0,Dallas
2016-02-04,9,43,41.3,49,0,3.5,Dallas
2016-02-04,10,45,43.5,46,0,3.5,Dallas
2016-02-04,11,46.9,0,39,0,4.6,Dallas
2016-02-04,12,50,0,32,0,9.2,Dallas
2016-02-04,13,52,0,30,0,11.5,Dallas
2016-02-04,14,53.1,0,29,0,8.1,Dallas
2016-02-04,15,54,0,28,0,11.5,Dallas
2016-02-04,16,53.1,0,27,0,8.1,Dallas
2016-02-04,17,51.1,0,29,0,4.6,Dallas
2016-02-04,18,48.9,0,33,0,3.5,Dallas
2016-02-04,19,45,0,40,0,0,Dallas
2016-02-04,20,43,0,47,0,0,Dallas
2016-02-04,21,44.1,40.8,43,0,5.8,Dallas
2016-02-04,22,39,34.8,55,0,5.8,Dallas
2016-02-04,23,41,36.4,51,0,6.9,Dallas
2016-02-05,0,37.9,32.1,57,0,8.1,Dallas
2016-02-05,1,39.9,34.5,53,0,8.1,Dallas
2016-02-05,2,42.1,35.7,49,0,11.5,Dallas
2016-02-05,3,42.1,35.7,47,0,11.5,Dallas
2016-02-05,4,37.9,33.5,57,0,5.8,Dallas
2016-02-05,5,37,31.6,57,0,6.9,Dallas
2016-02-05,6,37.9,32.1,55,0,8.1,Dallas
2016-02-05,7,39.9,33.9,51,0,9.2,Dallas
2016-02-05,8,44.1,38.1,42,0,11.5,Dallas
2016-02-05,9,46.9,0,39,0,15,Dallas
2016-02-05,10,51.1,0,35,0,13.8,Dallas
2016-02-05,11,53.1,0,31,0,16.1,Dallas
2016-02-05,12,55.9,0,29,0,12.7,Dallas
2016-02-05,13,57,0,27,0,13.8,Dallas
2016-02-05,14,57,0,26,0,16.1,Dallas
2016-02-05,15,57,0,26,0,17.3,Dallas
2016-02-05,16,55.9,0,26,0,17.3,Dallas
2016-02-05,17,53.1,0,30,0,13.8,Dallas
2016-02-05,18,51.1,0,33,0,10.4,Dallas
2016-02-05,19,48.9,0,36,0,13.8,Dallas
2016-02-05,20,48,0,36,0,11.5,Dallas
2016-02-05,21,46.9,0,37,0,15,Dallas
2016-02-05,22,48,0,36,0,15,Dallas
2016-02-05,23,48,0,36,0,10.4,Dallas
2016-02-06,0,46.9,0,48,0,11.5,Dallas
2016-02-06,1,45,38.5,58,0,13.8,Dallas
2016-02-06,2,43,36.8,71,0,11.5,Dallas
2016-02-06,3,41,35.8,79,0,8.1,Dallas
2016-02-06,4,39.9,36.7,83,0,4.6,Dallas
2016-02-06,5,37.9,33.5,89,0,5.8,Dallas
2016-02-06,6,37.9,33.5,89,0,5.8,Dallas
2016-02-06,7,37.9,35.5,89,0,3.5,Dallas
2016-02-06,8,42.1,39.2,82,0,4.6,Dallas
2016-02-06,9,43,37.7,82,0,9.2,Dallas
2016-02-06,10,41,34.3,79,0,11.5,Dallas
2016-02-06,11,42.1,36.6,76,0,9.2,Dallas
2016-02-06,12,46.9,0,66,0,4.6,Dallas
2016-02-06,13,48,0,63,0,5.8,Dallas
2016-02-06,14,48.9,0,61,0,6.9,Dallas
2016-02-06,15,50,0,59,0,8.1,Dallas
2016-02-06,16,51.1,0,54,0,4.6,Dallas
2016-02-06,17,50,0,52,0,3.5,Dallas
2016-02-06,18,46.9,0,56,0,0,Dallas
2016-02-06,19,46,0,61,0,0,Dallas
2016-02-06,20,43,41.3,71,0,3.5,Dallas
2016-02-06,21,43,0,71,0,0,Dallas
2016-02-06,22,43,41.3,71,0,3.5,Dallas
2016-02-06,23,39.2,0,81,0,0,Dallas
2016-02-07,0,39,0,82,0,0,Dallas
2016-02-07,1,37,33.3,89,0,4.6,Dallas
2016-02-07,2,36,0,89,0,0,Dallas
2016-02-07,3,37,0,86,0,0,Dallas
2016-02-07,4,37,34.5,86,0,3.5,Dallas
2016-02-07,5,34,0,85,0,0,Dallas
2016-02-07,6,36,33.3,86,0,3.5,Dallas
2016-02-07,7,35.1,29.3,85,0,6.9,Dallas
2016-02-07,8,42.1,36.6,76,0,9.2,Dallas
2016-02-07,9,48,0,61,0,5.8,Dallas
2016-02-07,10,54,0,47,0,11.5,Dallas
2016-02-07,11,57.9,0,39,0,15,Dallas
2016-02-07,12,60.1,0,36,0,10.4,Dallas
2016-02-07,13,60.1,0,32,0,8.1,Dallas
2016-02-07,14,61,0,34,0,4.6,Dallas
2016-02-07,15,63,0,34,0,3.5,Dallas
2016-02-07,16,63,0,31,0,3.5,Dallas
2016-02-07,17,62.1,0,31,0,3.5,Dallas
2016-02-07,18,55.9,0,42,0,0,Dallas
2016-02-07,19,52,0,53,0,0,Dallas
2016-02-07,20,48,0,63,0,0,Dallas
2016-02-07,21,48.9,0,56,0,10.4,Dallas
2016-02-07,22,48.9,0,52,0,8.1,Dallas
2016-02-07,23,46.9,0,59,0,9.2,Dallas
2016-02-08,0,48.9,0,46,0,12.7,Dallas
2016-02-08,1,48,0,39,0,13.8,Dallas
2016-02-08,2,46,39.9,39,0,13.8,Dallas
2016-02-08,3,44.1,39,38,0,9.2,Dallas
2016-02-08,4,43,35.7,38,0,15,Dallas
2016-02-08,5,42.1,35.2,38,0,12.7,Dallas
2016-02-08,6,42.1,35.7,40,0,11.5,Dallas
2016-02-08,7,42.1,34.9,38,0,13.8,Dallas
2016-02-08,8,45,37.6,34,0,17.3,Dallas
2016-02-08,9,46.9,0,29,0,19.6,Dallas
2016-02-08,10,50,0,24,0,21.9,Dallas
2016-02-08,11,52,0,21,0,23,Dallas
2016-02-08,12,54,0,17,0,28.8,Dallas
2016-02-08,13,55,0,16,0,27.6,Dallas
2016-02-08,14,55,0,16,0,26.5,Dallas
2016-02-08,15,55.9,0,15,0,21.9,Dallas
2016-02-08,16,55,0,13,0,26.5,Dallas
2016-02-08,17,53.1,0,15,0,19.6,Dallas
2016-02-08,18,50,0,19,0,10.4,Dallas
2016-02-08,19,48.9,0,19,0,10.4,Dallas
2016-02-08,20,48,0,19,0,9.2,Dallas
2016-02-08,21,45,40.1,23,0,9.2,Dallas
2016-02-08,22,44.1,39.5,24,0,8.1,Dallas
2016-02-08,23,43,38.8,26,0,6.9,Dallas
2016-02-09,0,43,37.2,30,0,10.4,Dallas
2016-02-09,1,42.1,36.1,29,0,10.4,Dallas
2016-02-09,2,39.9,35.1,32,0,6.9,Dallas
2016-02-09,3,37.9,32.7,35,0,6.9,Dallas
2016-02-09,4,39,33.4,34,0,8.1,Dallas
2016-02-09,5,37.9,31.5,35,0,9.2,Dallas
2016-02-09,6,35.1,30.1,42,0,5.8,Dallas
2016-02-09,7,37.9,0,36,0,0,Dallas
2016-02-09,8,44.1,40.1,31,0,6.9,Dallas
2016-02-09,9,48,0,27,0,11.5,Dallas
2016-02-09,10,51.1,0,27,0,11.5,Dallas
2016-02-09,11,55,0,24,0,12.7,Dallas
2016-02-09,12,57.9,0,25,0,6.9,Dallas
2016-02-09,13,60.1,0,25,0,8.1,Dallas
2016-02-09,14,62.1,0,24,0,16.1,Dallas
2016-02-09,15,62.1,0,24,0,15,Dallas
2016-02-09,16,61,0,25,0,20.7,Dallas
2016-02-09,17,57.9,0,28,0,16.1,Dallas
2016-02-09,18,55,0,31,0,11.5,Dallas
