Date,hour,temp,windchill,humidity, precipitation, wind_speed
1/20/2016,18,19.9,13.4,68,0,4.6
1/20/2016,19,19,10,71,0,6.9
1/20/2016,20,18,19.09,74,0,0
1/20/2016,21,18,12.7,74,0,3.5
1/20/2016,22,19.9,19.09,71,0,0
1/20/2016,23,18,11.1,74,0,4.6
1/21/2016,0,18,19.09,71,0,0
1/21/2016,1,18,19.09,74,0,0
1/21/2016,2,18,11.1,74,0,4.6
1/21/2016,3,16,7.4,81,0,5.8
1/21/2016,4,16,10.4,77,0,3.5
1/21/2016,5,17.1,8.7,77,0,5.8
1/21/2016,6,17.1,8.7,77,0,5.8
1/21/2016,7,18,11.1,78,0,4.6
1/21/2016,8,19,12.3,77,0,4.6
1/21/2016,9,21.9,15.7,75,0,4.6
1/21/2016,10,23,19.09,68,0,0
1/21/2016,11,25,19.09,66,0,0
1/21/2016,12,27,23,58,0,3.5
1/21/2016,13,28.9,19.09,56,0,0
1/21/2016,14,30.9,19.09,54,0,0
1/21/2016,15,30,19.09,54,0,0
1/21/2016,16,28,20.8,61,0,6.9
1/21/2016,17,27,20.5,63,0,5.8
1/21/2016,18,26.1,20.5,66,0,4.6
1/21/2016,19,27,21.6,63,0,4.6
1/21/2016,20,26.1,19.09,66,0,0
1/21/2016,21,25,19.09,69,0,0
1/21/2016,22,23,19.09,74,0,0
1/21/2016,23,23,19.09,78,0,0
1/22/2016,0,24.1,17,75,0,5.8
1/22/2016,1,25,17.1,72,0,6.9
1/22/2016,2,26.1,18.4,71,0,6.9
1/22/2016,3,27,18.7,75,0,8.1
1/22/2016,4,27,18.7,75,0,8.1
1/22/2016,5,26.1,15.6,75,0,11.5
1/22/2016,6,26.1,15.6,75,0,11.5
1/22/2016,7,26.1,16.8,71,0,9.2
1/22/2016,8,27,20.5,72,0,5.8
1/22/2016,9,28,24.2,75,0,3.5
1/22/2016,10,28.9,19.2,78,0,11.5
1/22/2016,11,28.9,20.4,78,0,9.2
1/22/2016,12,30,19.5,69,0,13.8
1/22/2016,13,30,19.5,69,0,13.8
1/22/2016,14,30.9,19.4,59,0,17.3
1/22/2016,15,30.9,19.4,57,0.01,17.3
1/22/2016,16,30,19.5,66,0,13.8
1/22/2016,17,30,19.1,66,0,15
1/22/2016,18,32,21.2,56,0,16.1
1/22/2016,19,32,21.6,52,0,15
1/22/2016,20,30.9,20.7,47,0,13.8
1/22/2016,21,30,20,54,0,12.7
1/22/2016,22,30.9,22.2,54,0,10.4
1/22/2016,23,26.1,20.5,69,0,4.6
1/23/2016,0,28,18.6,72,0,10.4
1/23/2016,1,28.9,20.4,69,0,9.2
1/23/2016,2,28.9,20.4,72,0,9.2
1/23/2016,3,28,19.3,75,0,9.2
1/23/2016,4,28,18.6,75,0,10.4
1/23/2016,5,26.1,17.6,78,0,8.1
1/23/2016,6,25,19.09,78,0,0
1/23/2016,7,27,20.5,78,0,5.8
1/23/2016,8,28,21.7,78,0,5.8
1/23/2016,9,30,25.2,72,0,4.6
1/23/2016,10,30.9,19.09,76,0,0
1/23/2016,11,32,25.6,64,0,6.9
1/23/2016,12,32,27.5,61,0,4.6
1/23/2016,13,35.1,32.2,54,0,3.5
1/23/2016,14,34,27.2,52,0,8.1
1/23/2016,15,34,28.8,52,0,5.8
1/23/2016,16,32,26.4,54,0,5.8
1/23/2016,17,30,26.5,61,0,3.5
1/23/2016,18,30,25.2,61,0,4.6
1/23/2016,19,30,24.1,64,0,5.8
1/23/2016,20,28,21.7,66,0,5.8
1/23/2016,21,28,20,66,0,8.1
1/23/2016,22,27,19.5,69,0,6.9
1/23/2016,23,26.1,18.4,71,0,6.9
1/24/2016,0,25,17.1,72,0,6.9
1/24/2016,1,25,17.1,66,0,6.9
1/24/2016,2,25,13.6,63,0,12.7
1/24/2016,3,25,12.2,63,0,16.1
1/24/2016,4,26.1,15,60,0,12.7
1/24/2016,5,24.1,13.1,65,0,11.5
1/24/2016,6,24.1,14.4,65,0,9.2
1/24/2016,7,24.1,16,69,0,6.9
1/24/2016,8,27,16.1,63,0,12.7
1/24/2016,9,28.9,18.6,64,0,12.7
1/24/2016,10,30.9,22.2,64,0,10.4
1/24/2016,11,32,24.2,61,0,9.2
1/24/2016,12,34,28,59,0,6.9
1/24/2016,13,35.1,27.9,59,0,9.2
1/24/2016,14,36,32.1,59,0,4.6
1/24/2016,15,36,30.3,62,0,6.9
1/24/2016,16,35.1,30.1,64,0,5.8
1/24/2016,17,35.1,29.3,67,0,6.9
1/24/2016,18,34,28.8,70,0,5.8
1/24/2016,19,34,29.8,73,0,4.6
1/24/2016,20,33.1,30,75,0,3.5
1/24/2016,21,33.1,27.7,75,0,5.8
1/24/2016,22,32,26.4,75,0,5.8
1/24/2016,23,30.9,25.2,76,0,5.8
1/25/2016,0,30.9,23.5,72,0,8.1
1/25/2016,1,30,23.2,72,0,6.9
1/25/2016,2,30,24.1,69,0,5.8
1/25/2016,3,30,24.1,72,0,5.8
1/25/2016,4,30,22.4,72,0,8.1
1/25/2016,5,30,24.1,69,0,5.8
1/25/2016,6,30,22.4,69,0,8.1
1/25/2016,7,30,23.2,69,0,6.9
1/25/2016,8,32,23.6,66,0,10.4
1/25/2016,9,35.1,26.4,64,0,12.7
1/25/2016,10,37.9,32.1,60,0,8.1
1/25/2016,11,39.9,35.1,60,0,6.9
1/25/2016,12,41,34.7,60,0,10.4
1/25/2016,13,39.9,31.8,65,0,15
1/25/2016,14,39.9,32.9,68,0,11.5
1/25/2016,15,41,34.3,67,0,11.5
1/25/2016,16,39.9,31.4,77,0,16.1
1/25/2016,17,39,32.3,86,0.01,10.4
1/25/2016,18,39.9,34.5,86,0.04,8.1
1/25/2016,19,39.9,32.9,86,0.01,11.5
1/25/2016,20,41,33.9,86,0,12.7
1/25/2016,21,42.1,34.5,85,0,15
1/25/2016,22,42.1,32.3,85,0,24.2
1/25/2016,23,39.9,30,86,0,21.9
1/26/2016,0,35.6,24.2,87,0,21.9
1/26/2016,1,34,22.7,89,0,19.6
1/26/2016,2,34,21.3,85,0,25.3
1/26/2016,3,32,19.8,85,0,20.7
1/26/2016,4,32,21.6,75,0,15
1/26/2016,5,30.9,21.7,76,0,11.5
1/26/2016,6,30.9,20.2,72,0,15
1/26/2016,7,32,22.5,73,0,12.7
1/26/2016,8,30.9,20.7,76,0,13.8
1/26/2016,9,30.9,22.2,76,0,10.4
1/26/2016,10,30,18.3,75,0,17.3
1/26/2016,11,30,18.7,75,0,16.1
1/26/2016,12,30,17.9,75,0,18.4
1/26/2016,13,30,17.9,69,0,18.4
1/26/2016,14,30,17.5,69,0,19.6
1/26/2016,15,30,18.3,61,0,17.3
1/26/2016,16,28.9,17.3,64,0,16.1
1/26/2016,17,28.9,17.3,61,0,16.1
1/26/2016,18,28.4,17,64,0,15
1/26/2016,19,28.9,19.8,61,0,10.4
1/26/2016,20,28.9,18.2,61,0,13.8
1/26/2016,21,28,18.6,61,0,10.4
1/26/2016,22,27,17.3,66,0,10.4
1/26/2016,23,27,17.3,66,0,10.4
1/27/2016,0,26.1,17.6,66,0,8.1
1/27/2016,1,26.1,17.6,69,0,8.1
1/27/2016,2,27,18.7,66,0,8.1
1/27/2016,3,28,20,61,0,8.1
1/27/2016,4,28,18.6,61,0,10.4
1/27/2016,5,27,18,63,0,9.2
1/27/2016,6,27,18,63,0,9.2
1/27/2016,7,27,17.3,63,0,10.4
1/27/2016,8,27,17.3,61,0,10.4
1/27/2016,9,27,17.3,61,0,10.4
1/27/2016,10,28.9,18.6,54,0,12.7
1/27/2016,11,30,21.1,49,0,10.4
1/27/2016,12,33.1,23,48,0,15
1/27/2016,13,33.1,23.9,50,0,12.7
1/27/2016,14,34,25,52,0,12.7
1/27/2016,15,34,24.6,54,0,13.8
1/27/2016,16,34,25,59,0,12.7
1/27/2016,17,34,23.8,61,0,16.1
1/27/2016,18,34,22.1,64,0,21.9
1/27/2016,19,33.1,21.2,66,0,20.7
1/27/2016,20,33.1,21.9,70,0,18.4
1/27/2016,21,34,24.2,67,0,15
1/27/2016,22,34,24.6,67,0,13.8
1/27/2016,23,35.1,24.5,64,0,18.4
1/28/2016,0,34,24.2,67,0,15
1/28/2016,1,34,24.6,67,0,13.8
1/28/2016,2,34,25,70,0,12.7
1/28/2016,3,34,25,70,0,12.7
1/28/2016,4,34,23.4,73,0,17.3
1/28/2016,5,34,23.8,73,0,16.1
1/28/2016,6,33.1,23,75,0,15
1/28/2016,7,33.1,23.9,75,0,12.7
1/28/2016,8,35.1,25.9,72,0,13.8
1/28/2016,9,37,27.4,70,0,17.3
1/28/2016,10,39,30.6,65,0,15
1/28/2016,11,39.9,31.4,63,0,16.1
1/28/2016,12,39.9,31.1,63,0,17.3
1/28/2016,13,41,32.8,60,0,16.1
1/28/2016,14,39.9,32.1,63,0,13.8
1/28/2016,15,39,30.6,67,0,15
1/28/2016,16,39,31.8,67,0,11.5
1/28/2016,17,36,28,73,0,11.5
1/28/2016,18,36,26.3,62,0,16.1
1/28/2016,19,34,24.6,59,0,13.8
1/28/2016,20,33.1,22.6,56,0,16.1
1/28/2016,21,32,22.5,52,0,12.7
1/28/2016,22,30.9,20.2,54,0,15
1/28/2016,23,30.9,21.7,52,0,11.5
1/29/2016,0,30,20.5,56,0,11.5
1/29/2016,1,28.9,18.6,54,0,12.7
1/29/2016,2,28,17,53,0,13.8
1/29/2016,3,27,17.3,56,0,10.4
1/29/2016,4,26.1,15.6,55,0,11.5
1/29/2016,5,25,15.5,55,0,9.2
1/29/2016,6,24.1,17,57,0,5.8
1/29/2016,7,25,17.1,58,0,6.9
1/29/2016,8,27,20.5,53,0,5.8
1/29/2016,9,27,19.09,53,0,0
1/29/2016,10,28.9,23.9,51,0,4.6
1/29/2016,11,30.9,25.2,47,0,5.8
1/29/2016,12,32,25.6,42,0,6.9
1/29/2016,13,35.1,27.4,39,0,10.4
1/29/2016,14,36,28,37,0,11.5
1/29/2016,15,35.1,26.9,42,0,11.5
1/29/2016,16,35.1,26.4,42,0,12.7
1/29/2016,17,34,25,48,0,12.7
1/29/2016,18,34,24.2,52,0,15
1/29/2016,19,35.1,25.2,54,0,16.1
1/29/2016,20,35.1,26.9,57,0,11.5
1/29/2016,21,35.1,25.5,59,0,15
1/29/2016,22,36,26.7,62,0,15
1/29/2016,23,37,27.7,62,0,16.1
1/30/2016,0,37,27.4,65,0,17.3
1/30/2016,1,37.9,29.6,68,0,13.8
1/30/2016,2,37.9,30,70,0,12.7
1/30/2016,3,37.9,30,73,0,12.7
1/30/2016,4,37,30.4,76,0,9.2
1/30/2016,5,37,29.8,76,0,10.4
1/30/2016,6,36,30.3,79,0,6.9
1/30/2016,7,36,31.1,79,0,5.8
1/30/2016,8,37.9,32.1,76,0,8.1
1/30/2016,9,39.9,33.9,73,0,9.2
1/30/2016,10,43,37.2,68,0,10.4
1/30/2016,11,45,40.6,63,0,8.1
1/30/2016,12,46.9,19.09,61,0,6.9
1/30/2016,13,46.9,19.09,59,0,6.9
1/30/2016,14,48,19.09,58,0,6.9
1/30/2016,15,48,19.09,58,0,5.8
1/30/2016,16,46.9,19.09,61,0,3.5
1/30/2016,17,46,44.8,63,0,3.5
1/30/2016,18,44.1,39,68,0,9.2
1/30/2016,19,44.1,40.1,68,0,6.9
1/30/2016,20,43,39.5,71,0,5.8
1/30/2016,21,44.1,39,71,0,9.2
1/30/2016,22,44.1,39,73,0,9.2
1/30/2016,23,43,38.2,76,0,8.1
1/31/2016,0,43,38.2,76,0,8.1
1/31/2016,1,43,37.7,76,0,9.2
1/31/2016,2,42.1,37.7,79,0,6.9
1/31/2016,3,42.1,38.4,82,0,5.8
1/31/2016,4,42.1,39.2,82,0,4.6
1/31/2016,5,43,39.5,82,0,5.8
1/31/2016,6,46,41.9,86,0,8.1
1/31/2016,7,46,43.1,86,0,5.8
1/31/2016,8,46.9,19.09,90,0,12.7
1/31/2016,9,46.9,19.09,90,0,8.1
1/31/2016,10,48,19.09,89,0,10.4
1/31/2016,11,48,19.09,89,0,10.4
1/31/2016,12,48.9,19.09,90,0.01,10.4
1/31/2016,13,48,19.09,89,0,11.5
1/31/2016,14,46,41.4,86,0.01,9.2
1/31/2016,15,45,40.6,90,0,8.1
1/31/2016,16,44.1,39.5,89,0,8.1
1/31/2016,17,39.9,32.1,86,0,13.8
1/31/2016,18,39,30.3,86,0,16.1
1/31/2016,19,39,30.6,86,0,15
1/31/2016,20,37.9,31.5,83,0,9.2
1/31/2016,21,36,29,86,0,9.2
1/31/2016,22,35.1,27.9,89,0,9.2
1/31/2016,23,35.1,29.3,85,0,6.9
2/1/2016,0,34,29.8,89,0,4.6
2/1/2016,1,33.1,28.7,85,0,4.6
2/1/2016,2,32,27.5,88,0,4.6
2/1/2016,3,30.9,26.2,92,0,4.6
2/1/2016,4,30.9,26.2,89,0,4.6
2/1/2016,5,30.9,23.5,89,0,8.1
2/1/2016,6,30.9,27.5,89,0,3.5
2/1/2016,7,32,27.5,88,0,4.6
2/1/2016,8,32,19.09,88,0,0
2/1/2016,9,34,31,85,0,3.5
2/1/2016,10,37.9,33.5,76,0,5.8
2/1/2016,11,42.1,39.2,65,0,4.6
2/1/2016,12,44.1,40.8,60,0,5.8
2/1/2016,13,46,43.9,54,0,4.6
2/1/2016,14,46.9,19.09,54,0,5.8
2/1/2016,15,46,43.9,46,0,4.6
2/1/2016,16,44.1,41.5,51,0,4.6
2/1/2016,17,42.1,38.4,60,0,5.8
2/1/2016,18,39,19.09,70,0,0
2/1/2016,19,37.9,35.5,73,0,3.5
2/1/2016,20,37,33.3,76,0,4.6
2/1/2016,21,36,31.1,79,0,5.8
2/1/2016,22,36,31.1,79,0,5.8
2/1/2016,23,37,33.3,79,0,4.6
2/2/2016,0,36,31.1,82,0,5.8
2/2/2016,1,37,33.3,82,0,4.6
2/2/2016,2,37,33.3,79,0,4.6
2/2/2016,3,36,29,82,0,9.2
2/2/2016,4,36,29.6,82,0,8.1
2/2/2016,5,36,28.5,79,0,10.4
2/2/2016,6,36,26.7,79,0,15
2/2/2016,7,36,26.7,79,0,15
2/2/2016,8,37,27,76,0,18.4
2/2/2016,9,37.9,27.6,76,0,20.7
2/2/2016,10,37.9,28.2,79,0.04,18.4
2/2/2016,11,39,30.6,76,0.03,15
2/2/2016,12,37.4,26.9,81,0.09,20.7
2/2/2016,13,37.9,29.6,79,0,13.8
2/2/2016,14,37,28.5,86,0.05,13.8
2/2/2016,15,37,26.7,86,0.01,19.6
2/2/2016,16,37.4,28.9,93,0.12,13.8
2/2/2016,17,37.9,31.5,93,0.01,9.2
2/2/2016,18,39,32.3,93,0.04,10.4
2/2/2016,19,37.9,32.1,97,0,8.1
2/2/2016,20,39,35.7,93,0,4.6
2/2/2016,21,39,35.7,96,0,4.6
2/2/2016,22,39,19.09,96,0,0
2/2/2016,23,37.9,19.09,97,0,0
2/3/2016,0,37.9,32.1,97,0,8.1
2/3/2016,1,37,31,96,0,8.1
2/3/2016,2,36,31.1,97,0,5.8
2/3/2016,3,35.1,29.3,96,0,6.9
2/3/2016,4,37,29.8,96,0,10.4
2/3/2016,5,36,27.1,93,0,13.8
2/3/2016,6,37,28.5,89,0,13.8
2/3/2016,7,37,28.9,79,0,12.7
2/3/2016,8,37,27,76,0,18.4
2/3/2016,9,37.9,29.6,73,0,13.8
2/3/2016,10,39,30.6,73,0,15
2/3/2016,11,37.9,27.9,76,0,19.6
2/3/2016,12,37,27,82,0,18.4
2/3/2016,13,37,27.4,79,0,17.3
2/3/2016,14,35.1,24.5,76,0,18.4
2/3/2016,15,35.1,24.8,70,0,17.3
2/3/2016,16,35.1,26.9,70,0,11.5
2/3/2016,17,33.1,23.9,78,0,12.7
2/3/2016,18,33.1,24.4,75,0,11.5
2/3/2016,19,32,23,73,0,11.5
2/3/2016,20,30.9,19.4,72,0,17.3
2/3/2016,21,30,20,75,0,12.7
2/3/2016,22,30,19.5,72,0,13.8
2/3/2016,23,28.9,18.6,72,0,12.7
2/4/2016,0,28.9,18.2,69,0,13.8
2/4/2016,1,28,18.1,72,0,11.5
2/4/2016,2,27,16.7,72,0,11.5
2/4/2016,3,26.1,14.5,69,0,13.8
2/4/2016,4,24.1,11.5,69,0,15
2/4/2016,5,23,10.1,68,0,15
2/4/2016,6,21.9,9.2,66,0,13.8
2/4/2016,7,21.9,11,66,0,10.4
2/4/2016,8,23,13.1,65,0,9.2
2/4/2016,9,25,15.5,55,0,9.2
2/4/2016,10,26.1,18.4,55,0,6.9
2/4/2016,11,28,19.3,51,0,9.2
2/4/2016,12,30,22.4,49,0,8.1
2/4/2016,13,30.9,22.2,47,0,10.4
2/4/2016,14,32,23,45,0,11.5
2/4/2016,15,32,25.6,45,0,6.9
2/4/2016,16,30.9,24.3,50,0,6.9
2/4/2016,17,30.9,22.2,54,0,10.4
2/4/2016,18,30,21.7,59,0,9.2
2/4/2016,19,30,23.2,59,0,6.9
2/4/2016,20,28.9,21.9,64,0,6.9
2/4/2016,21,28.9,21.9,67,0,6.9
2/4/2016,22,28.9,21.9,69,0,6.9
2/4/2016,23,28.9,20.4,69,0,9.2
2/5/2016,0,28.9,22.8,72,0,5.8
2/5/2016,1,28.9,21.9,72,0,6.9
2/5/2016,2,28.9,21.9,72,0,6.9
2/5/2016,3,30,23.2,72,0,6.9
2/5/2016,4,30,24.1,72,0,5.8
2/5/2016,5,28,22.8,78,0,4.6
2/5/2016,6,28.9,23.9,82,0,4.6
2/5/2016,7,30,24.1,79,0,5.8
2/5/2016,8,30.9,25.2,79,0,5.8
2/5/2016,9,30.9,23.5,76,0,8.1
2/5/2016,10,30.9,22.8,72,0,9.2
2/5/2016,11,32,24.8,66,0,8.1
2/5/2016,12,32,25.6,64,0,6.9
2/5/2016,13,33.1,27.7,59,0,5.8
2/5/2016,14,34,27.2,59,0,8.1
2/5/2016,15,34,28,52,0,6.9
2/5/2016,16,33.1,24.4,56,0,11.5
2/5/2016,17,32,25.6,59,0,6.9
2/5/2016,18,30.9,27.5,61,0,3.5
2/5/2016,19,30.9,23.5,64,0,8.1
2/5/2016,20,30,22.4,66,0,8.1
2/5/2016,21,28.9,22.8,69,0,5.8
2/5/2016,22,28,20.8,72,0,6.9
2/5/2016,23,27,20.5,75,0,5.8
2/6/2016,0,28,21.7,75,0,5.8
2/6/2016,1,27,20.5,75,0,5.8
2/6/2016,2,28,20.8,75,0,6.9
2/6/2016,3,27,21.6,78,0,4.6
2/6/2016,4,28,21.7,75,0,5.8
2/6/2016,5,28,21.7,75,0,5.8
2/6/2016,6,27,18,75,0,9.2
2/6/2016,7,27,18.7,78,0,8.1
2/6/2016,8,30,21.1,72,0,10.4
2/6/2016,9,33.1,24.9,64,0,10.4
2/6/2016,10,36,29,59,0,9.2
2/6/2016,11,37,28.5,62,0,13.8
2/6/2016,12,37.9,30,62,0,12.7
2/6/2016,13,41,33.1,57,0,15
2/6/2016,14,42.1,35.2,55,0,12.7
2/6/2016,15,42.1,35.2,55,0,12.7
2/6/2016,16,41,35.2,57,0,9.2
2/6/2016,17,39,35.7,62,0,4.6
2/6/2016,18,37.9,33.5,65,0,5.8
2/6/2016,19,37,32.4,70,0,5.8
2/6/2016,20,36,30.3,70,0,6.9
2/6/2016,21,35.1,29.3,72,0,6.9
2/6/2016,22,34,29.8,75,0,4.6
2/6/2016,23,35.1,30.1,76,0,5.8
2/7/2016,0,35.1,29.3,76,0,6.9
2/7/2016,1,36,29.6,73,0,8.1
2/7/2016,2,37,31,70,0,8.1
2/7/2016,3,37.9,31.5,68,0,9.2
2/7/2016,4,39,31.8,65,0,11.5
2/7/2016,5,39,31.8,65,0,11.5
2/7/2016,6,39,30.6,65,0,15
2/7/2016,7,37.9,30.5,68,0,11.5
2/7/2016,8,41,33.1,60,0,15
2/7/2016,9,43,35.4,56,0,16.1
2/7/2016,10,45,38.5,53,0,13.8
2/7/2016,11,45,38.2,53,0,15
2/7/2016,12,45,37.6,56,0,17.3
2/7/2016,13,46,38,56,0,21.9
2/7/2016,14,44.1,36.2,60,0,18.4
2/7/2016,15,45,37.4,58,0,18.4
2/7/2016,16,43,36,62,0,13.8
2/7/2016,17,43,36.4,60,0,12.7
2/7/2016,18,41,33.5,57,0,13.8
2/7/2016,19,39,31.8,62,0,11.5
2/7/2016,20,37.9,30.5,62,0,11.5
2/7/2016,21,37,31,65,0,8.1
2/7/2016,22,36,29,67,0,9.2
2/7/2016,23,34,27.2,73,0,8.1
2/8/2016,0,33.1,26.1,75,0,8.1
2/8/2016,1,33.1,25.5,72,0,9.2
2/8/2016,2,32,24.8,75,0,8.1
2/8/2016,3,30.9,25.2,79,0,5.8
2/8/2016,4,30,24.1,82,0,5.8
2/8/2016,5,32,25.6,79,0,6.9
2/8/2016,6,33.1,26.1,82,0,8.1
2/8/2016,7,33.1,24.4,78,0,11.5
2/8/2016,8,30.9,21.2,67,0,12.7
2/8/2016,9,30.9,21.7,64,0,11.5
2/8/2016,10,30.9,19.8,64,0,16.1
2/8/2016,11,30.9,20.7,64,0,13.8
2/8/2016,12,30,20,69,0,12.7
2/8/2016,13,28.9,18.6,72,0,12.7
2/8/2016,14,28.9,19.2,72,0,11.5
2/8/2016,15,28.9,19.2,69,0,11.5
2/8/2016,16,28.9,19.2,67,0,11.5
2/8/2016,17,28,18.1,66,0,11.5
2/8/2016,18,28,18.1,66,0,11.5
2/8/2016,19,26.1,16.2,78,0,10.4
2/8/2016,20,26.1,14.5,71,0,13.8
2/8/2016,21,25,13.6,75,0,12.7
2/8/2016,22,24.1,11,75,0,16.1
2/8/2016,23,24.1,12,71,0,13.8
2/9/2016,0,23,10.6,74,0,13.8
2/9/2016,1,21,8.6,78,0,12.7
2/9/2016,2,21,9.9,74,0,10.4
2/9/2016,3,19,6.8,74,0,11.5
2/9/2016,4,19,6.1,77,0,12.7
2/9/2016,5,19,6.8,74,0,11.5
2/9/2016,6,19,5,71,0,15
2/9/2016,7,18,4.2,74,0,13.8
2/9/2016,8,18,5.4,74,0,11.5
2/9/2016,9,17.1,2,68,0,16.1
2/9/2016,10,18,4.2,65,0,13.8
2/9/2016,11,19,6.8,65,0,11.5
2/9/2016,12,19,5.6,62,0,13.8
2/9/2016,13,19,4.5,59,0,16.1
2/9/2016,14,19,6.1,57,0,12.7
2/9/2016,15,18,3.1,62,0,16.1
2/9/2016,16,18,4.2,60,0,13.8
2/9/2016,17,18,5.4,60,0,11.5
2/9/2016,18,18,4.8,60,0,12.7
2/9/2016,19,17.1,2.5,65,0,15
2/9/2016,20,16,2.3,68,0,12.7
2/9/2016,21,15.1,-0.6,68,0,16.1
2/9/2016,22,15.1,1.8,64,0,11.5
2/9/2016,23,16,0.1,62,0,17.3
2/10/2016,0,16,1.1,59,0,15
2/10/2016,1,15.1,2.5,59,0,10.4
2/10/2016,2,14,-0.2,59,0,12.7
2/10/2016,3,12.9,-2.8,59,0,15
2/10/2016,4,12,-2,59,0,11.5
2/10/2016,5,10.9,-3.4,59,0,11.5
2/10/2016,6,10.9,-0.8,59,0,8.1
2/10/2016,7,10.9,-4.7,61,0,13.8
2/10/2016,8,12.9,-0.9,56,0,11.5
2/10/2016,9,15.1,1.1,54,0,12.7
2/10/2016,10,15.1,1.8,54,0,11.5
2/10/2016,11,16,2.9,52,0,11.5
2/10/2016,12,17.1,4.3,52,0,11.5
2/10/2016,13,18,5.4,50,0,11.5
2/10/2016,14,19,5,47,0,15
2/10/2016,15,18,5.4,48,0,11.5
2/10/2016,16,17.1,5,50,0,10.4
2/10/2016,17,17.1,4.3,50,0,11.5
2/10/2016,18,16,2.9,52,0,11.5
2/10/2016,19,15.1,3.3,51,0,9.2
2/10/2016,20,14,0.5,54,0,11.5
2/10/2016,21,12.9,-0.2,56,0,10.4
2/10/2016,22,12.9,2.6,56,0,6.9
2/10/2016,23,14,2.9,54,0,8.1
2/11/2016,0,12.9,0.7,56,0,9.2
2/11/2016,1,12.9,-0.2,54,0,10.4
2/11/2016,2,12.9,-0.2,54,0,10.4
2/11/2016,3,12,-1.3,56,0,10.4
2/11/2016,4,10.9,-1.8,56,0,9.2
2/11/2016,5,10,-3.7,56,0,10.4
2/11/2016,6,9,-4.2,59,0,9.2
2/11/2016,7,10.9,-2.6,54,0,10.4
2/11/2016,8,12.9,0.7,51,0,9.2
2/11/2016,9,15.1,5.2,51,0,6.9
2/11/2016,10,17.1,7.6,47,0,6.9
2/11/2016,11,18,7.7,44,0,8.1
2/11/2016,12,21,12.4,42,0,6.9
2/11/2016,13,21,14.6,40,0,4.6
2/11/2016,14,23,18.4,35,0,3.5
2/11/2016,15,23,19.09,34,0,0
2/11/2016,16,21.9,12.5,37,0,8.1
2/11/2016,17,19.9,13.4,40,0,4.6
2/11/2016,18,21,13.4,40,0,5.8
2/11/2016,19,19,9,50,0,8.1
2/11/2016,20,19,12.3,52,0,4.6
2/11/2016,21,19,12.3,52,0,4.6
2/11/2016,22,19,13.9,52,0,3.5
2/11/2016,23,19,12.3,54,0,4.6
2/12/2016,0,19.9,13.4,55,0,4.6
2/12/2016,1,19.9,12.1,57,0,5.8
2/12/2016,2,19.9,11.1,57,0,6.9
2/12/2016,3,19.9,12.1,57,0,5.8
2/12/2016,4,19.9,9.3,57,0,9.2
2/12/2016,5,21,10.6,53,0,9.2
2/12/2016,6,21,11.4,55,0,8.1
2/12/2016,7,21,9.3,55,0,11.5
2/12/2016,8,21,7.6,60,0,15
2/12/2016,9,21,7.6,63,0,15
2/12/2016,10,23,9.2,60,0,17.3
2/12/2016,11,24.1,9,51,0,21.9
2/12/2016,12,24.1,9.8,48,0,19.6
2/12/2016,13,24.1,9.4,44,0,20.7
2/12/2016,14,24.1,8,40,0,25.3
2/12/2016,15,23,7.2,37,0,23
2/12/2016,16,21.9,6.9,37,0,19.6
2/12/2016,17,19,3.6,40,0,18.4
2/12/2016,18,18,2.2,36,0,18.4
2/12/2016,19,16,-2.8,39,0,25.3
2/12/2016,20,12.9,-6.5,39,0,24.2
2/12/2016,21,12,-5.1,41,0,17.3
2/12/2016,22,10,-9.1,42,0,20.7
2/12/2016,23,9,-9.5,44,0,18.4
2/13/2016,0,8.1,-11.2,44,0,19.6
2/13/2016,1,7,-11.6,42,0,17.3
2/13/2016,2,6.1,-12.2,44,0,16.1
2/13/2016,3,6.1,-10.9,45,0,13.8
2/13/2016,4,5,-11.6,48,0,12.7
2/13/2016,5,5,-10,48,0,10.4
2/13/2016,6,3.9,-11.3,50,0,10.4
2/13/2016,7,6.1,-9.5,48,0,11.5
2/13/2016,8,8.1,-7,44,0,11.5
2/13/2016,9,10.9,-4.7,40,0,13.8
2/13/2016,10,12,-0.4,39,0,9.2
2/13/2016,11,14,3.9,35,0,6.9
2/13/2016,12,16,2.9,34,0,11.5
2/13/2016,13,18,5.4,31,0,11.5
2/13/2016,14,19,8.2,30,0,9.2
2/13/2016,15,19,11.1,30,0,5.8
2/13/2016,16,17.1,8.7,33,0,5.8
2/13/2016,17,16,7.4,36,0,5.8
2/13/2016,18,16,8.8,36,0,4.6
2/13/2016,19,15.1,19.09,39,0,0
2/13/2016,20,15.1,9.4,41,0,3.5
2/13/2016,21,14,19.09,45,0,0
2/13/2016,22,15.1,7.7,47,0,4.6
2/13/2016,23,14,5.1,52,0,5.8
2/14/2016,0,14,2.9,52,0,8.1
2/14/2016,1,12.9,3.8,54,0,5.8
2/14/2016,2,12.9,-0.2,54,0,10.4
2/14/2016,3,14,2,54,0,9.2
2/14/2016,4,15.1,3.3,51,0,9.2
2/14/2016,5,15.1,1.8,51,0,11.5
2/14/2016,6,15.1,1.1,51,0,12.7
2/14/2016,7,16,1.1,52,0,15
2/14/2016,8,16,1.1,52,0,15
2/14/2016,9,18,3.1,48,0,16.1
2/14/2016,10,18,4.8,48,0,12.7
